Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,0.589,0,1.326,0.568,1 out of 10,5 out of 9,5 out of 10,0.65,0,1.049,0.471,3 out of 10,5 out of 9,5 out of 10,2 out of 10,0.717,0,0.529,0.661,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.604,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,1.058,0.787,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.910,0.640,0 out of 10,3 out of 9,3 out of 10
2024,140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,0.589,0,2.991,0.867,0 out of 10,7 out of 9,7 out of 10,0.65,0,0.698,1.016,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.913,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.875,0.967,0 out of 10,0 out of 9,0 out of 10
2024,140127,CARLE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MCLEAN,0.589,0,0.000,0.920,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.554,0.665,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.000,0.956,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.443,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.882,0.426,2 out of 10,5 out of 9,5 out of 10
2024,140130,NORTHWESTERN LAKE FOREST HOSPITAL,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,0.589,0,0.301,1.578,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.772,0.971,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.392,0.692,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.450,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.922,0.388,3 out of 10,5 out of 9,5 out of 10
2024,140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,0.589,0,0.000,1.131,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.159,1.300,0 out of 10,0 out of 9,0 out of 10,7 out of 10,0.717,0,1.726,0.347,5 out of 10,7 out of 9,7 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.501,0.453,4 out of 10,6 out of 9,6 out of 10,0.52,0.014,0.731,0.304,4 out of 10,5 out of 9,5 out of 10
2024,140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,Not Available,2.168,0 out of 10,Not Available,0 out of 10
2024,140147,CARLE RICHLAND MEMORIAL HOSPITAL,501 S WEST ST,OLNEY,IL,62450,RICHLAND,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.166,0.000,10 out of 10,9 out of 9,10 out of 10
2024,140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,0.589,0,0.398,2.168,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.728,0.823,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.308,1.048,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.273,1.474,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.958,0.648,1 out of 10,3 out of 9,3 out of 10,0.52,0.014,1.005,0.437,2 out of 10,5 out of 9,5 out of 10
2024,140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,0.589,0,0.807,1.311,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.217,0.846,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,2.396,0.746,0 out of 10,6 out of 9,6 out of 10,0.738,0,0.000,0.663,1 out of 10,0 out of 9,1 out of 10,0.726,0,0.813,1.401,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.971,0.591,0 out of 10,3 out of 9,3 out of 10
2024,140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,0.589,0,2.235,0.605,0 out of 10,7 out of 9,7 out of 10,0.65,0,1.318,1.508,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,3.665,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.751,1.803,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.433,0.791,0 out of 10,0 out of 9,0 out of 10
2024,140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,0.589,0,0.626,Not Available,Not Available,Not Available,Not Available,0.65,0,2.417,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,1.943,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.734,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.284,Not Available,Not Available,Not Available,Not Available
2024,140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,3 out of 10,0.717,0,0.000,0.501,3 out of 10,0 out of 9,3 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,1.146,0.338,4 out of 10,7 out of 9,7 out of 10
2024,140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.320,1.811,0 out of 10,0 out of 9,0 out of 10
2024,140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MCLEAN,0.589,0,1.520,2.324,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.809,1.996,0 out of 10,0 out of 9,0 out of 10,8 out of 10,0.717,0,2.784,0.476,4 out of 10,8 out of 9,8 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.037,0.481,4 out of 10,5 out of 9,5 out of 10,0.52,0.014,1.047,0.347,4 out of 10,6 out of 9,6 out of 10
2024,140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,0.589,0,1.434,0.907,0 out of 10,3 out of 9,3 out of 10,0.65,0,0.388,0.447,3 out of 10,0 out of 9,3 out of 10,5 out of 10,0.717,0,0.318,0.365,5 out of 10,0 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.054,2.255,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.192,0.529,0 out of 10,5 out of 9,5 out of 10
2024,140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,0.589,0,0.000,0.836,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.861,0.703,0 out of 10,1 out of 9,1 out of 10,0 out of 10,0.717,0,Not Available,0.758,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.996,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.559,0.524,0 out of 10,0 out of 9,0 out of 10
2024,140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,0.589,0,1.249,1.196,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.501,0.786,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.871,2.954,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.130,0.289,6 out of 10,7 out of 9,7 out of 10,0.52,0.014,0.751,0.530,0 out of 10,2 out of 9,2 out of 10
2024,140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.940,0.507,2 out of 10,4 out of 9,4 out of 10,1 out of 10,0.717,0,0.646,0.658,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,1.213,0.631,0 out of 10,4 out of 9,4 out of 10
2024,140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,0.589,0,0.483,0.562,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.693,0.435,3 out of 10,3 out of 9,3 out of 10,4 out of 10,0.717,0,0.000,0.472,4 out of 10,0 out of 9,4 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.626,2 out of 10,0 out of 9,2 out of 10,0.52,0.014,0.343,0.130,7 out of 10,6 out of 9,7 out of 10
2024,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,0.589,0,0.819,0.000,10 out of 10,9 out of 9,10 out of 10,0.65,0,0.298,Not Available,Not Available,Not Available,Not Available,5 out of 10,0.717,0,1.081,0.469,4 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.024,0.848,0 out of 10,1 out of 9,1 out of 10,0.52,0.014,0.468,0.183,6 out of 10,6 out of 9,6 out of 10
2024,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,0.589,0,5.581,5.272,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.650,1.729,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.001,1.422,0 out of 10,0 out of 9,0 out of 10
2024,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,0.589,0,0.399,0.501,2 out of 10,0 out of 9,2 out of 10,0.65,0,0.929,0.897,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,1.122,1.371,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.540,0.443,4 out of 10,1 out of 9,4 out of 10,0.726,0,0.290,0.284,6 out of 10,0 out of 9,6 out of 10,0.52,0.014,0.474,0.667,0 out of 10,0 out of 9,0 out of 10
2024,140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DEYOUNG,MARION,IL,62959,WILLIAMSON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.856,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.741,0.340,4 out of 10,5 out of 9,5 out of 10
2024,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,ST. CLAIR,0.589,0,0.497,1.695,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.325,1.370,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.367,0.884,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.989,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.668,0.425,2 out of 10,3 out of 9,3 out of 10
2024,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,0.589,0,0.696,0.000,10 out of 10,9 out of 9,10 out of 10,0.65,0,0.000,1.255,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,1.064,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.857,0.794,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.754,0.534,0 out of 10,2 out of 9,2 out of 10
2024,140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,0.589,0,0.748,0.622,0 out of 10,1 out of 9,1 out of 10,0.65,0,0.197,0.620,1 out of 10,0 out of 9,1 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,1.721,1.362,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.382,0.525,0 out of 10,0 out of 9,0 out of 10
2024,140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,0.589,0,1.155,1.654,0 out of 10,0 out of 9,0 out of 10,0.65,0,2.812,2.164,0 out of 10,2 out of 9,2 out of 10,0 out of 10,0.717,0,0.000,1.753,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.480,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.284,0.422,2 out of 10,0 out of 9,2 out of 10
2024,140191,INGALLS MEMORIAL HOSPITAL,1 INGALLS DRIVE,HARVEY,IL,60426,COOK,0.589,0,0.525,0.000,10 out of 10,9 out of 9,10 out of 10,0.65,0,2.086,1.110,0 out of 10,4 out of 9,4 out of 10,8 out of 10,0.717,0,3.560,0.572,2 out of 10,8 out of 9,8 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.377,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.433,0.264,5 out of 10,4 out of 9,5 out of 10
2024,140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,0.589,0,0.249,0.456,3 out of 10,0 out of 9,3 out of 10,0.65,0,0.636,1.214,0 out of 10,0 out of 9,0 out of 10,8 out of 10,0.717,0,0.311,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,0.850,0.517,3 out of 10,3 out of 9,3 out of 10,0.726,0,0.000,1.181,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.252,0.177,7 out of 10,3 out of 9,7 out of 10
2024,140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,0.589,0,0.609,0.550,1 out of 10,0 out of 9,1 out of 10,0.65,0,1.211,0.142,8 out of 10,8 out of 9,8 out of 10,0 out of 10,0.717,0,1.093,1.128,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.302,0.729,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.576,0.493,1 out of 10,1 out of 9,1 out of 10
2024,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,0.589,0,0.736,0.965,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.706,0.544,2 out of 10,2 out of 9,2 out of 10,0 out of 10,0.717,0,1.051,2.626,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.304,2.027,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.453,1.137,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.597,0.682,0 out of 10,0 out of 9,0 out of 10
2024,140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,0.589,0,0.647,1.042,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.302,0.228,6 out of 10,2 out of 9,6 out of 10,0 out of 10,0.717,0,0.394,1.321,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.160,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.309,0.477,1 out of 10,0 out of 9,1 out of 10
2024,140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.304,0.000,10 out of 10,9 out of 9,10 out of 10
2024,140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,KANE,0.589,0,0.844,0.330,4 out of 10,6 out of 9,6 out of 10,0.65,0,0.646,0.970,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.331,1.361,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.598,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.524,3 out of 10,0 out of 9,3 out of 10,0.52,0.014,0.574,0.372,3 out of 10,3 out of 9,3 out of 10
2024,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,0.589,0,0.391,0.920,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.219,0.483,3 out of 10,6 out of 9,6 out of 10,3 out of 10,0.717,0,0.539,0.616,2 out of 10,0 out of 9,2 out of 10,0.738,0,0.463,0.484,4 out of 10,0 out of 9,4 out of 10,0.726,0,0.000,0.464,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.249,0.324,4 out of 10,0 out of 9,4 out of 10
2024,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,0.589,0,0.000,1.664,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.016,0.791,0 out of 10,2 out of 9,2 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.456,0.619,0 out of 10,0 out of 9,0 out of 10
2024,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,0.589,0,0.561,0.904,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.958,0.875,0 out of 10,0 out of 9,0 out of 10,4 out of 10,0.717,0,1.924,0.887,0 out of 10,5 out of 9,5 out of 10,0.738,0,2.639,1.928,0 out of 10,2 out of 9,2 out of 10,0.726,0,0.711,0.531,3 out of 10,2 out of 9,3 out of 10,0.52,0.014,0.567,0.693,0 out of 10,0 out of 9,0 out of 10
2024,140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,0.589,0,0.000,0.517,2 out of 10,0 out of 9,2 out of 10,0.65,0,0.288,1.659,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.000,0.886,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.617,0.430,4 out of 10,3 out of 9,4 out of 10,0.52,0.014,0.460,0.608,0 out of 10,0 out of 9,0 out of 10
2024,140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,0.589,0,0.171,0.759,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.369,0.804,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,0.000,0.279,6 out of 10,0 out of 9,6 out of 10,0.738,0,0.687,0.725,1 out of 10,0 out of 9,1 out of 10,0.726,0,0.839,0.871,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.849,1.221,0 out of 10,0 out of 9,0 out of 10
2024,140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DUPAGE,0.589,0,0.588,0.737,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.268,1.128,0 out of 10,0 out of 9,0 out of 10,7 out of 10,0.717,0,1.873,0.499,3 out of 10,7 out of 9,7 out of 10,0.738,0,1.860,0.502,3 out of 10,7 out of 9,7 out of 10,0.726,0,1.157,0.623,2 out of 10,4 out of 9,4 out of 10,0.52,0.014,0.570,0.723,0 out of 10,0 out of 9,0 out of 10
2024,140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,0.589,0,0.545,0.799,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.783,1.215,0 out of 10,3 out of 9,3 out of 10,1 out of 10,0.717,0,1.496,1.321,0 out of 10,1 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.367,0.864,0 out of 10,3 out of 9,3 out of 10,0.52,0.014,1.011,0.238,6 out of 10,7 out of 9,7 out of 10
2024,140234,ST MARGARET'S HEALTH - PERU,925 WEST ST,PERU,IL,61354,LASALLE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.569,3.262,0 out of 10,0 out of 9,0 out of 10
2024,140239,JAVON BEA HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,0.589,0,0.430,1.448,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.278,1.031,0 out of 10,1 out of 9,1 out of 10,10 out of 10,0.717,0,0.365,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,0.456,Not Available,Not Available,Not Available,Not Available,0.726,0,0.237,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.340,0.976,0 out of 10,0 out of 9,0 out of 10
2024,140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,DUPAGE,0.589,0,0.720,0.843,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.313,0.154,7 out of 10,5 out of 9,7 out of 10,2 out of 10,0.717,0,1.143,2.204,0 out of 10,0 out of 9,0 out of 10,0.738,0,1.224,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.661,0.327,5 out of 10,5 out of 9,5 out of 10,0.52,0.014,0.541,0.391,3 out of 10,2 out of 9,3 out of 10
2024,140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,0.589,0,0.767,0.466,2 out of 10,3 out of 9,3 out of 10,0.65,0,0.000,0.153,7 out of 10,0 out of 9,7 out of 10,10 out of 10,0.717,0,1.724,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.953,1.408,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.373,0.566,0 out of 10,0 out of 9,0 out of 10
2024,140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,0.589,0,0.281,0.609,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.595,0.857,0 out of 10,4 out of 9,4 out of 10,7 out of 10,0.717,0,1.371,0.291,6 out of 10,7 out of 9,7 out of 10,0.738,0,0.805,Not Available,Not Available,Not Available,Not Available,0.726,0,1.405,1.124,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.727,0.381,3 out of 10,4 out of 9,4 out of 10
